2394a533b4211519b01ee7cd2264fe3ad301933c		2026-07-23T15:51:47+05:30	2026-07-23T15:51:47+05:30	chore: scaffold Riemann research archive (layout + README)
8c62c7454fd6d39afbc6b1f8680a742568ab5bd4	2394a533b4211519b01ee7cd2264fe3ad301933c	2026-07-23T15:55:54+05:30	2026-07-23T15:55:54+05:30	docs(log): start append-only work log; backfill session history to 10:25 UTC
ab0bdfe96219b82f441f3d2c153301e5eb388baa	8c62c7454fd6d39afbc6b1f8680a742568ab5bd4	2026-07-23T15:55:55+05:30	2026-07-23T15:55:55+05:30	docs(readme): add live status section + logging discipline
bef6c94fc5c0ff70f401d3cd908f0b15f91c4f49	ab0bdfe96219b82f441f3d2c153301e5eb388baa	2026-07-23T16:01:09+05:30	2026-07-23T16:01:09+05:30	papers(recent): Guth-Maynard 2024 — New large value estimates for Dirichlet polynomials (arXiv 2405.20552, Annals 2025)
420e31d7252ea8fab6b085cb05129c97a48c93f4	bef6c94fc5c0ff70f401d3cd908f0b15f91c4f49	2026-07-23T16:01:09+05:30	2026-07-23T16:01:09+05:30	papers(recent): Chen 2025 — Large value estimates and zero density of Dirichlet L-functions (arXiv 2507.08296)
2f69b36c6cee2f6c5f869735daad47005cf61a04	420e31d7252ea8fab6b085cb05129c97a48c93f4	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Gafni-Tao 2025 — Exceptional intervals to the PNT in short intervals (arXiv 2505.24017)
c9f9af7109f5b69eecd9161ab3746e4c76b6cd61	2f69b36c6cee2f6c5f869735daad47005cf61a04	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Turnage-Butterbaugh 2026 — A decades-long breakthrough in zero-density estimates (arXiv 2607.04632)
b648d644e815b7696539ef473ba35fb4dbc1921f	c9f9af7109f5b69eecd9161ab3746e4c76b6cd61	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Guth 2025 — Large value estimates in number theory, harmonic analysis, and computer science (arXiv 2503.07410)
9e30d8417dd76aeb2cb9fe14d2f782a311739263	b648d644e815b7696539ef473ba35fb4dbc1921f	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Connes-Consani-Moscovici 2025 — Zeta spectral triples (arXiv 2511.22755)
0180e26e656fc4cf50a058aeffa9a280ed1d6d81	9e30d8417dd76aeb2cb9fe14d2f782a311739263	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Connes-Consani-Moscovici 2023 — Zeta zeros and prolate wave operators (arXiv 2310.18423)
4c8c50d00b68779e576bf6e1701d488fabf9f5c0	0180e26e656fc4cf50a058aeffa9a280ed1d6d81	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Connes 2026 — The Riemann Hypothesis: past, present and a letter through time (arXiv 2602.04022)
ad0cc86f60d50b457df28ef145a49f3f3e6b05c3	4c8c50d00b68779e576bf6e1701d488fabf9f5c0	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Connes-Consani 2026 — On the Jacobian of Spec Z-bar (arXiv 2602.15941)
b9176ea14b76cd5e8f3cb18a7cbf5f75668ad314	ad0cc86f60d50b457df28ef145a49f3f3e6b05c3	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Connes-Consani 2026 — On the absolute geometry of Spec Z (arXiv 2606.06604)
d32e83749081999b0f277edb2f240502759d38ab	b9176ea14b76cd5e8f3cb18a7cbf5f75668ad314	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Zhang 2022 — Discrete mean estimates and the Landau-Siegel zero (arXiv 2211.02515, status: stalled/unvalidated)
17e26c0b9aea99ad8bbc98acd9b7e554e4b885fc	d32e83749081999b0f277edb2f240502759d38ab	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Bal et al 2023 — Jensen-Polya program via Wright circle method (representative follow-up to GORZ 2019)
b94cee2bfaf0bf8212b92beaafc5c7dbeb2cc79d	17e26c0b9aea99ad8bbc98acd9b7e554e4b885fc	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Goldston-Suriajaya 2025 — Zeta zeros on the critical line (arXiv 2511.20059)
44039243d2417ce710d9942e2f632ee2ecb0fef2	b94cee2bfaf0bf8212b92beaafc5c7dbeb2cc79d	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Trudgian-Yang 2023 — Toward optimal exponent pairs (arXiv 2306.05599)
c770806607f893fe001a8a1a8b4a433e551d7bb0	44039243d2417ce710d9942e2f632ee2ecb0fef2	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	papers(recent): Formalizing zeta and L-functions in Lean/Mathlib 2025 (arXiv 2503.00959)
6727005e00232020901ed8b427431ae7a82136d8	c770806607f893fe001a8a1a8b4a433e551d7bb0	2026-07-23T16:01:10+05:30	2026-07-23T16:01:10+05:30	notes(recent): annotated bibliography — 2019-2026 frontier sweep (19 items, GM ecosystem + Connes-Consani arc + formalization)
66b9c4fd18709f31f9f319b9e6f155606d923b85	6727005e00232020901ed8b427431ae7a82136d8	2026-07-23T16:01:53+05:30	2026-07-23T16:01:53+05:30	docs(log): recent-sweep completion entry (15 papers committed, frontier findings)
c2a20862cc618bf7516664832edf3262641d1da7	66b9c4fd18709f31f9f319b9e6f155606d923b85	2026-07-23T16:01:53+05:30	2026-07-23T16:01:53+05:30	docs(readme): status — recent/ complete, 5 agents in flight
517cc19c76fe19fcf14d5c0e1ca0c602496bd40a	c2a20862cc618bf7516664832edf3262641d1da7	2026-07-23T16:02:35+05:30	2026-07-23T16:02:35+05:30	papers(spectral): Montgomery 1973 — The pair correlation of zeros of the zeta function (origin of GUE connection)
1c04230d0eef7a849add0c074f9c7d9b846105d1	517cc19c76fe19fcf14d5c0e1ca0c602496bd40a	2026-07-23T16:02:35+05:30	2026-07-23T16:02:35+05:30	papers(spectral): Odlyzko 1987 — On the distribution of spacings between zeros of zeta (Math. Comp. 48, first GUE numerics)
ff57e2ef709ba175b0be56fed4ce2d2b1a9422ab	1c04230d0eef7a849add0c074f9c7d9b846105d1	2026-07-23T16:02:35+05:30	2026-07-23T16:02:35+05:30	papers(spectral): Odlyzko 1992 — The 10^20-th zero of zeta and 175 million of its neighbors
7c4e4af7e9b6cfd40894c4bd539baeb4f6dd6c24	ff57e2ef709ba175b0be56fed4ce2d2b1a9422ab	2026-07-23T16:02:36+05:30	2026-07-23T16:02:36+05:30	papers(spectral): Berry 1986 — Riemann's zeta function: a model for quantum chaos (primes as periodic orbits)
40e141b2d2fd5a94e297676497f7df392707d527	7c4e4af7e9b6cfd40894c4bd539baeb4f6dd6c24	2026-07-23T16:02:36+05:30	2026-07-23T16:02:36+05:30	papers(spectral): Berry-Keating 1999 — H = xp and the Riemann zeros
d9709fe706b7bddb76c9d341484be320c03b351c	40e141b2d2fd5a94e297676497f7df392707d527	2026-07-23T16:02:36+05:30	2026-07-23T16:02:36+05:30	papers(spectral): Berry-Keating 1999 — The Riemann zeros and eigenvalue asymptotics (SIAM Review)
5a6c892da15542fbf07013e391fb1c143ecb1297	d9709fe706b7bddb76c9d341484be320c03b351c	2026-07-23T16:02:36+05:30	2026-07-23T16:02:36+05:30	papers(spectral): Berry-Keating 2011 — A compact hamiltonian with the same asymptotic mean spectral density (J. Phys. A)
